names,n
auréline,16
aurélio,28
austin,1110
autumn,3
auxane,1
auxence,10
auxilia,1
avedis,22
avel,17
avelina,2
aveline,84
avelino,27
avelyne,2
aventin,7
avery,321
avicenne,594
avichai,38
avida,2
avidan,9
aviel,12
avigail,11
avigdor,1039
avinash,32
avishai,123
avishaï,33
avit,17
avital,29
aviva,12
avner,96
avni,13
avraham,413
avram,98
avrile,2
awad,152
awais,1
awatef,10
aweb,1
awen,5
axcel,1
axel,5109
axell,8
axelle,983
axiane,1
axèle,4
ayaan,251
ayache,135
ayachi,36
ayad,66
ayada,7
ayadi,8
ayah,19
ayako,55
ayala,120
ayame,6
ayan,8
ayana,25
ayane,1
ayann,1
ayanna,4
ayat,17
ayaz,56
aycha,3
ayda,4
aydan,31
ayden,21
aydin,117
ayed,28
ayel,1
ayele,3
ayem,6
ayesha,53
ayette,1
ayfer,4
aygul,2
ayham,28
ayhan,21
ayia,1
ayite,2
aykan,6
aykel,3
aykut,13
ayla,46
aylan,191
aylen,2
aylin,25
aylina,1
ayma,2
ayman,1579
aymane,56
aymann,1
aymar,308
aymara,4
aymard,87
ayme,15
aymeline,11
aymen,161
aymeri,147
aymeric,1080
aymerick,6
aymerie,3
aymerik,1
aymery,3
aymon,41
aymone,5
aymé,146
ayméric,1
ayna,10
aynur,18
ayoko,2
ayoub,1360
ayouba,12
ayron,3
ayrton,1190
ayse,115
aysegul,2
aysegül,7
aysel,11
aysen,7
aysenur,4
aysha,2
aysun,1
aytac,3
aytan,1
aytekin,2
ayten,4
ayub,66
ayumi,51
ayush,2
ayyoub,5
ayyub,1
ayyûb,2
azad,31
azadeh,97
azadine,1
azael,1
azalée,6
azam,81
azan,6
azania,2
azar,71
azaria,23
azat,18
azdin,1
azdine,20
azeddine,27
azedin,2
azedine,89
azel,13
azelma,1
azem,167
azema,23
azemia,2
azer,4
azhar,47
azid,1
azidine,1
aziliz,12
azim,36
azir,3
azis,9
aziz,2110
aziza,198
azizah,14
azize,21
azmi,175
azna,1
azou,17
azouaou,9
azouz,769
azra,23
azriel,8
azucena,116
azure,6
azza,59
azzam,392
azzdine,1
azzeddine,19
azzedine,1022
azziz,22
azzouz,47
azzurra,6
azélie,6
aélis,3
aéris,1
aïcha,1031
aïchata,8
aïchatou,11
aïda,726
aïdan,5
aïden,1
aïko,3
aïla,1
aïleen,1
aïman,4
aïmen,10
aïna,40
aïnara,2
aïnhoa,6
aïnoha,26
aïsha,28
aïssa,543
aïssata,66
aïssatou,72
aïsseta,1
baba,933
babacar,335
babak,156
babakar,15
babeth,53
babette,641
babou,24
bacar,50
bacary,110
bachar,10173
bacher,3
bachir,1349
bachirou,10
badar,7
badara,15
bader,85
badi,28
badia,50
badiaa,2
badie,141
badiha,3
badir,6
badis,8
badiss,1
badisse,1
badr,176
badr-eddine,5
badra,63
badre,3
badreddine,40
badri,111
badria,2
bady,6
bafodé,5
bagdadi,16
baghdad,13
baghdadi,202
baha,87
bahadir,5
bahar,117
bahati,5
bahattin,2
bahi,167
bahia,49
bahija,2
bahiya,1
bahoz,9
bahri,85
bahria,1
bahtiyar,6
bahya,5
baia,24
baidy,3
baila,12
bajram,140
bakar,48
bakari,143
bakary,370
bakaye,6
baker,1527
bakhta,4
baki,43
bakir,63
bakr,81
bala,123
balal,1
balbina,21
balbine,10
baldomero,6
balian,7
baligh,11
balkis,39
balla,208
balqis,2
baltasar,1033
baltazar,156
balthasar,149
balthazar,795
balthazard,24
balthus,801
bamba,179
bambi,363
bambo,9
bambou,74
bamby,1
bamory,2
bana,104
bandiougou,8
bandjougou,1
banel,11
bangali,3
bangaly,12
banna,14
bano,3
banta,11
banu,43
baptist,9
baptista,25
baptiste,2206
baptistin,23
baptistine,4
bara,154
baraa,10
barack,32165
baraka,24
baran,123
barbara,10175
barberine,51
barek,4
baris,14
barisa,1
bariza,132
barka,28
barkahoum,1
barnabe,22
barnaby,84
barnabé,177
barney,743
baroudi,4
barry,4156
bart,1122
barta,31
bartha,9
barthelemy,35
bartholome,1
bartholomé,56
barthélemy,318
barthélémy,1092
bartimée,2
bartlomiej,14
bartolome,20
bartolomeo,110
bartolomé,228
bartosz,44
basak,10
basekou,3
basem,3
basil,564
basile,1068
basilia,4
basilide,3
basilio,205
basma,36
basri,14
bassa,9
bassam,432
bassekou,35
bassel,149
bassem,341
bassim,7
bassima,1
bassirou,52
bassma,91
bastiaan,4
bastian,201
bastien,2024
bastienne,59
bathilde,39
batia,11
batist,1
batista,1156
batiste,2
batistin,1
batoul,14
batsheva,3
battal,4
battista,233
battiste,2
batuhan,1
batya,37
baudoin,385
baudouin,1223
baudry,246
bauduin,10
bautista,68
baya,191
bayan,99
bayane,28
bayard,1961
baye,43
bayen,33
bayram,68
bayrem,2
bayron,6
bazil,3
bazile,32
bazoumana,2
baïa,7
baïdy,2
beata,238
beatrice,476
beatrix,295
beatriz,386
bechir,464
becky,196
bedir,36
bedran,1
bedros,13
begona,5
begonia,23
begum,20
behija,5
beija,8
beila,2
bekaye,1
bekhta,5
bekim,13
bekir,138
bektas,6
bela,1150
belaid,31
belal,7
belarmino,7
belaïd,385
belen,68
belfin,1
belgacem,23
belgin,7
belhadj,63
belhassen,84
believe,137
belina,1
belinda,336
beline,4
belisaire,1
belkassem,2
belkheir,9
belkhir,17
belkis,26
belkiss,1
bella,1030
bellal,1
bellina,1
belma,1
belmehel,1
belmiro,11
belynda,2
bemba,29
ben-ali,2
benaissa,5
benali,23
benamar,54
benaouda,4
benat,85
bendehiba,14
bendhiba,1
benedetta,124
benedetto,458
benedict,446
benedicta,17
benedicte,25
benedikte,5
benedita,27
benedite,2
beniamin,3
beniamino,64
benicio,171
benie,8
benigne,1
benigno,649
benilde,13
benita,333
benito,819
benjamin,17955
benjamine,55
benji,72
benjy,36
benny,2321
benoist,1336
benoit,1944
benoite,33
benoni,28
benoît,29985
benoît-joseph,3
benoît-marie,1
benoît-xavier,1
benoîte,421
benson,205
bentley,28
bento,72
benvenuto,293
beny,171
benyahia,22
benyamin,8857
benyamine,6
benyoucef,16
benyounes,6
benziane,19
beranger,16
berangère,7
berard,10
berat,56
beren,4
berenger,10
berengère,5
berenice,107
berfin,1
bergamote,10
berhan,5
beria,1524
beril,4
berin,1
beritan,1
berivan,12
berkay,3
berke,6
berkin,44
berline,33
berna,39
bernabe,11
bernadette,5152
bernadin,4
bernadine,17
bernard,132922
bernard-marie,645
bernarde,2
bernardette,24
bernardin,465
bernardine,56
bernardino,198
bernardo,1693
bernd,1311
bernhard,1741
bernice,82
bernie,3965
bernus,1
berny,15
berra,3
berrin,4
berry,398
berta,225
bertan,4
berte,2
bertha,213
berthe,1290
bertheline,1
berthier,475
berthine,4
bertho,46
berthold,236
berthy,1
bertie,790
bertil,230
bertile,10
bertille,58
bertin,736
bertina,18
bertine,5
berto,38
berton,59
bertram,162
bertran,52
bertrand,36430
bertrande,12
berty,63
beryl,146
besim,22
besma,42
besnik,128
bess,186
bessem,1
bessie,299
bessy,39
beth,854
bethanie,8
bethany,88
bethel,4
bethsabee,1
bethsabée,206
bethy,45
betina,10
betsalel,1
betsy,579
bettan,8
betti,43
bettie,41
bettina,809
betty,1744
bety,9
betül,4
beverley,63
beverlie,1
beverly,198
beya,7
beyda,1
beyhan,10
beyonce,44
beytullah,2
biaggio,3
biagio,49
bianca,351
bianka,12
bibiana,50
bibiane,71
bich,39
bichara,53
bienvenida,20
bienvenido,9
bijan,200
bilal,1162
bilel,90
bilge,11
bili,21
biliana,3
bilitis,36
biljana,388
bilkis,12
bill,34763
billal,28
billel,12
billie,1097
billy,4666
bily,9
bina,14
bine,13
bineta,30
binetou,12
binh,29
binjamin,27
binta,38
bintou,200
binyamin,75
binyamine,2
birahima,17
biram,100
birama,47
birame,24
birane,56
birante,3
birgit,448
birol,92
birsen,5
bisma,3
bissan,3
bissane,3
bitou,1
bixente,683
bjorn,785
björn,971
blaise,3791
blaisine,2
blake,1143
blanca,531
blanchard,698
blanche-marie,10
blanchette,109
blandine,1600
blanka,33
blas,167
bleon,2
blerim,26
blessing,82
bleuenn,3
bleuette,7
bleunwenn,1
blondie,247
blondine,22
blue,84
bluette,1
bluma,5
boalem,3
boaz,105
boban,29
bobby,3471
bobi,4
bobo,73
boby,350
bocar,23
bochra,79
bodo,224
bogdan,640
bogumila,2
boguslaw,48
bohdan,134
bojan,294
bojana,34
bokar,19
boleslas,14
boleslaw,60
bolo,65
bona,95
bonaventure,108
boni,400
bonie,2
boniface,630
bonifacio,20
bonita,8
bonko,4
bonnie,477
bonny,241
bony,158
bopha,13
bora,215
boran,5
borhan,28
borhane,29
boris,34262
borris,4
bortolo,19
borys,56
bosco,408
botan,7
bouabdallah,20
bouabdellah,135
boualam,25
boualem,1279
bouaza,1
bouazza,26
bouba,122
boubacar,545
boubakar,56
boubakary,14
boubaker,96
boubakeur,131
boubeker,25
boubekeur,41
boubker,29
boubou,185
bouchaib,18
bouchara,48
bouchera,13
bouchra,276
bouchta,9
boucif,5
boudjema,51
boudjemaa,29
boudour,2
boudy,1
boujema,2
boujemaa,4
boukary,41
boulaye,28
boumediene,1257
boumedienne,11
boumedine,12
boun,552
bouna,460
bounouar,3
bountouraby,1
bourama,9
bouraoui,31
boussad,54
boussif,2
boutaina,2
bouthaina,12
bouthayna,3
boutheina,6
bouyagui,3
bouziane,110
bouzid,114
boyan,63
boye,26
bozena,41
bozidar,164
brad,2763
bradlay,1
bradley,1718
brady,813
braha,10
braham,9
brahem,20
brahim,2194
brahima,45
brahime,1
braim,1
bram,866
bran,85
branca,26
branda,2
brandan,8
brando,17
brandon,598
brandy,55
branislav,89
branka,21
branko,350
brann,17
braxton,66
brayan,3
brayane,1
brayden,5
brayton,5
breanne,1
brehima,3
brenan,5
brenda,571
brendan,829
brendon,66
brennan,67
brett,1253
breval,2
briac,16
brian,9491
briana,8
briand,1000
brianna,30
brianne,8
brice,11071
bridget,389
bridgette,18
briec,12
brieg,2
brieu,5
brieuc,48
brieux,15
bright,13
brigida,7
brigite,3
brigitta,52
brigitte,15083
brinda,3
briséis,25
britanny,33
britney,678
britt,120
britta,101
brittany,115
brivael,4
brondon,1
bronislas,2
bronislaw,878
bronislawa,10
bronson,132
brook,230
brooke,449
bruce,7301
bruna,72
bruneau,137
brunehilde,52
brunella,17
brunelle,3
brunetta,4
brunette,2
brunhild,17
brunhilde,56
brunilde,4
brunissende,1
bruno,60443
bruno-pierre,1
brunon,18
brunot,175
bruny,21
bryan,1643
bryana,5
bryanna,1
bryant,160
bryce,158
brynhild,4
btisame,1
btissam,4
buddy,753
bulent,179
bulut,1
bunyamin,3
burak,132
burcu,6
burhan,224
buse,2
bushra,35
busra,3
byron,1367
béatrice,7901
béatrix,410
béatriz,14
béchir,772
bélinda,6
béline,20
bénedicte,7
béni,143
bénédict,196
bénédicte,2063
béranger,386
bérangère,528
bérat,4
bérenger,161
bérengère,419
béryl,83
bérénice,436
bünyamin,1
büsra,24
cacilda,6
cacilie,2
cadwal,1
caecilia,11
cael,5
caelan,2
caesar,398
caetano,1321
cafer,7
cagdas,5
cagla,4
caglar,8
cagri,3
cahina,10
cahit,14
cain,129
cais,1
caitlin,124
caitlyn,46
caius,91
caleb,288
cali,37
calia,5
calice,17
calin,162
calina,2
caline,12
calista,10
caliste,4
calixta,2
calixte,116
callan,12
callen,2
callie,48
calliope,127
calliopée,5
callista,24
calliste,10
callisto,78
callixte,82
callum,50
calogero,218
calum,38
calvin,2295
caly,6
calypso,505
calys,3
calysta,2
cam'ron,3
camal,4
camel,84
camelia,47
cameline,10
camellia,16
cameron,1942
camil,31
camila,268
camile,8
camilia,1
camilien,2
camilla,844
camille,14226
camille-marie,16
camillia,3
camillo,337
camilo,706
camilya,1
cammie,1
cammy,1
camron,1
camryn,8
camy,22
camélia,370
canan,46
candace,68
candassamy,4
candela,74
candelaria,1
candice,417
candida,46
candide,72
candido,196
candie,3
candy,23
candyce,2
canelle,11
caner,4
cannelle,15
cansel,7
cansu,3
cantin,27
cantor,333
caolan,2
capucine,223
cara,185
caramba,35
carel,173
carelle,2
caren,13
carene,2
caridad,11
carim,1
carima,2
carime,3
carin,56
carina,136
carine,1175
carinne,11
carl,8638
carl-emmanuel,1
carla,4115
carla-maria,6
carle,40
carlene,15
carles,1213
carlina,12
carline,8
carlito,86
carlitos,58
carlo,8535
carlos,25018
carlos-alberto,1
carlos-manuel,1
carlota,59
carlotta,504
carlson,78
carlton,545
carlu,69
carly,377
carlyn,1
carlyne,9
carma,30
carme,137
carmel,249
carmela,92
carmele,2
carmelina,14
carmelita,25
carmelite,1
carmella,5
carmelle,4
carmello,4
carmelo,676
carmen,5729
carmencita,34
carmene,1
carmin,36
carmina,212
carminda,2
carmine,301
carmino,5
carméla,5
carnot,814
carol,1949
carol-ann,4
carola,215
carolan,5
carolann,2
carole,5732
carole-anne,27
carolie,1
carolina,737
caroline,9764
caroll,143
carolle,11
carolus,66
carolyn,1178
carolyne,29
carrie,550
carry,19
carsten,451
carter,4757
cary,911
caryl,359
carys,6
carène,9
casey,654
casilda,5
casimir,525
casimira,9
casimiro,20
caspar,643
casper,299
cassandra,310
cassandre,2520
cassi,2
cassia,44
cassian,22
cassiano,10
cassidy,31
cassie,20
cassiel,17
cassien,17
cassilda,1
cassilde,1
cassim,15
cassio,78
cassiopée,3
cassis,150
cassius,713
cassy,5
castiel,2
castille,71
cataldo,20
catalin,63
catalina,306
catarina,32
catena,3
caterina,298
caterine,5
catharina,29
catheline,6
cathelyne,2
catherin,6
catherina,14
catherine,43384
catherine-marie,3
catherinette,1
cathia,24
cathie,145
cathleen,46
cathline,3
cathrine,19
cathy,2163
cathérine,4
cati,5
catia,16
catie,1
catrina,1
catrine,6
catriona,36
catty,2
caty,34
causette,55
cayan,3
cayden,2
cayetano,70
cayla,96
caïn,740
cecil,2062
cecile,45
cecilia,1448
cecilie,74
cecilio,50
cecily,48
cecylia,2
cedella,20
cederic,1
cedra,33
cedric,321
cedrick,10
ceferino,21
celal,7
celene,5
celeste,325
celestin,7
celestina,30
celestine,18
celestino,106
celhia,1
celia,591
celian,6
celice,10
celie,12
celil,1
celin,1
celina,76
celinda,1
celine,323
celio,66
cellia,2
cellou,315
celly,1
celma,3
celsa,13
celso,564
celyan,1
celyne,4
cemal,62
cemil,120
cemile,2
cemre,1
cendra,38
cendrine,174
cengiz,144
cenk,2
cennet,5
cephas,2
cephise,1
ceren,2
ceridwen,5
cerise,213
cesaire,4
cesar,1217
cesare,2451
cesarina,8
cesario,16
cesira,8
ceslas,1
ceslaw,3
cesur,1
cetin,60
cevan,2
cevdet,82
ceyda,9
ceyhun,7
ceylan,5
cezanne,9
cezar,17
chaabane,13
chabane,26
chabanne,14
chabha,1
chad,480
chadi,68
chadia,14
chadli,2699
chadlia,2
chadrac,10
chafi,15
chafia,23
chafik,178
chafika,17
chafiq,37
chahan,16
chahd,2
chahed,68
chaher,7
chahid,46
chahin,3
chahinaz,1
chahinaze,3
chahine,339
chahinez,24
chahir,1
chahira,2
chahla,29
chahra,1
chahrazad,28
chahrazade,4
chahrazed,5
chai,74
chaib,3
chaid,1
chaim,84
chaima,9
chaimaa,1
chaimae,4
chain,4
chaine,18
chaker,136
chakib,397
chakir,23
chalom,84
chalva,11
cham,10
chama,35
chamil,735
chamila,1
chamina,13
chams,92
chams-eddine,1
chamseddine,47
chamsedine,3
chamsoudine,1
chan,453
chana,27
chanael,1
chancel,217
chanda,82
chandra,293
chanel,5605
chanele,1
chanelle,12
chanez,8
chani,2
chanis,2
chann,3
channa,1
channel,108
chanon,4
chantal,8520
chantal-marie,2
chantale,54
chantalle,7
chany,17
chanya,11
chaouki,85
chara,1
charaf,69
charaf-eddine,1
charafdine,2
charazed,20
charbel,113
charef,14
charif,159
charis,7
charlaine,8
charlayne,2
charle,52
charlee,1
charleen,2
charlelie,93
charlemagne,2081
charlen,2
charlene,229
charles,100627
charles-adrien,1
charles-alban,11
charles-albert,169
charles-alexandre,20
charles-alexis,2
charles-alfred,23
charles-andré,256
charles-antoine,125
charles-arthur,10
charles-david,3
charles-edmond,36
charles-edouard,320
charles-edward,3
charles-elie,3
charles-emile,141
charles-emmanuel,39
charles-eric,42
charles-etienne,8
charles-françois,45
charles-frédéric,24
charles-guillaume,7
charles-henri,724
charles-henry,68
charles-hubert,5
charles-hugo,10
charles-louis,296
charles-marie,117
charles-michel,10
charles-nicolas,5
charles-olivier,13
charles-philippe,91
charles-pierre,16
charles-victor,19
charlet,61
charlette,2
charley,391
charleyne,2
charli,44
charlina,2
charline,437
charlize,292
charlot,1040
charlotte,9137
charlton,525
charly,1189
charlyne,12
charlène,226
charlélie,168
charmaine,19
chawki,124
chaya,14
chayan,2
chayanne,1
chayma,4
chaymaa,2
chayna,2
chayne,1
chaynes,27
chaynesse,27
chaza,1
chaï,18
chaïd,3
chaïm,213
chaïma,22
chaïmaa,3
chaïna,2
chaïneze,1
check,3
chedli,200
chedlia,1
chedly,87
chedy,1
cheick,415
cheick-tidiane,5
cheickh,10
cheickna,10
cheickne,4
cheickné,3
cheik,309
cheikhna,5
cheikhou,17
cheikhouna,3
cheikna,2
cheikne,2
chek,48
cheker,2
chekib,19
chelly,8
chelsee,2
chelsey,6
chelsie,1
chelsy,3
chely,4
chemouel,2
chems,24
chems-eddine,94
chemseddine,6
chen,4993
chenda,1
cheng,530
cherazade,1
cheri,25
cherie,127
cherif,689
cherifa,27
cheriff,5
cherina,1
cherine,7
cherry,13
cherryl,3
chery,44
cheryl,333
chester,752
cheyenne,18
cheyma,6
cheyna,1
chiara,780
chico,1157
chihab,28
chiheb,16
chikh,10
childebert,38
childeric,3
chima,4
chimon,7
chimène,603
chioma,10
chira,8
chiraz,5
chirine,141
chirley,1
chloe,260
chlomo,33
chloris,4
chloé,2882
chloée,1
chloë,156
chmouel,8
chochana,40
chokri,525
chona,1
chorouk,1
chouaib,10
chouaïb,9
chouchane,11
chouki,14
choukri,204
choumicha,1
chourouk,22
chretienne,1
chris,13361
chris-emmanuel,2
chrislain,2
chrislin,1
chrismael,1
chriss,39
chrissie,168
chrissy,22
christa,978
christabel,30
christabelle,3
christal,6
christalle,1
christan,28
christel,773
christela,1
christella,2
christelle,1947
christen,40
christia,3
christiaen,15
christian,92283
christian-jacques,4
christian-marie,20
christian-pierre,11
christiana,69
christiane,11366
christianne,21
christiano,24
christie,369
christien,6
christienne,1
christilla,21
christin,108
christina,1325
christine,29447
christine-marie,2
christo,809
christobal,8
christof,138
christofer,44
christoffer,43
christoph,2887
christophe,47327
christopher,9019
christos,598
christy,151
christèle,220
chrys,11
chrysoline,8
chrysostome,16
chrysta,2
chrystal,3
chrystalle,3
chrystel,71
chrystele,2
chrystelle,108
chrystie,1
chrystine,10
chrystèle,36
chun,750
chérif,1315
chérifa,48
chérine,24
chéryl,11
cian,19
ciara,29
ciaran,77
cicek,3
cicilia,6
cidalia,14
cidem,3
cielo,153
cigdem,12
cihad,2
cihan,20
cihat,3
cilia,42
cilian,3
cillian,140
cinda,11
cinderella,5
cindi,4
cindia,1
cindra,1
cindy,1419
cinthia,14
cinthya,5
cintia,47
cinzia,52
ciprian,50
cipriano,45
cira,1
circé,365
cire,17
ciril,11
ciro,553
ciryl,38
ciré,17
cisse,9
cissé,363
civan,1
ciwan,6
cizia,6
clady,2
claira,6
claire,17803
claire-agnès,1
claire-anne,6
claire-elisabeth,2
claire-emmanuelle,3
claire-lise,65
claire-lyse,2
claire-marie,65
claire-marine,3
claire-noëlle,6
claire-sophie,3
clairette,54
clairin,39
clairville,9
clara,4345
clarance,2
clarck,22
clare,611
clarel,6
clarence,1154
clarens,6
clarice,242
clarie,2
clarina,3
clarine,5
claris,19
clarissa,189
clarisse,1823
clarita,3
clark,1473
clary,7
claude,127937
claude-alain,101
claude-alexandre,1
claude-andré,96
claude-bernard,352
claude-emmanuel,61
claude-françois,36
claude-henri,147
claude-jean,230
claude-marie,61
claude-michel,172
claude-olivier,18
claude-pierre,36
claudel,5067
claudette,527
claudi,16
claudia,3363
claudie,1532
claudien,4
claudina,2
claudine,3842
claudinette,1
claudio,4059
claudiu,22
claudius,853
claudy,400
claus,761
clavius,1
clay,638
clayton,307
clea,7
cleia,6
clelia,53
clelie,2
clem,258
clemantine,6
clemence,28
clemencia,7
clemens,305
clement,211
clemente,89
clementina,84
clementine,33
clemmy,1
clency,11
cleo,78
cleonice,2
cleopatre,3
cleophas,16
clervie,5
clet,20
cleyton,1
clif,8
cliff,557
clifford,836
cliford,1
clifton,206
clint,2820
clio,57
clive,1212
clivia,5
clodette,1
clodia,2
clodie,1
clodine,2
clodius,26
clodomir,19
cloe,1
clorinda,20
clorinde,34
clotaire,95
clothaire,6
clothilde,132
clotide,5
clotilde,1819
clovis,2228
cloé,97
cloélia,2
clyde,273
cléa,86
cléandre,6
cléane,1
clélia,102
clélie,36
clélya,3
clémence,1827
clément,8713
clémentin,6
clémentine,2224
cléo,117
cléonice,1
cléophée,1
cléry,14
coddy,1
codou,8
cody,201
coecilia,2
cohen,1526
colas,564
cole,596
coleen,100
colette,9826
colin,9516
coline,791
colinette,2
colleen,210
collette,48
collin,242
collins,465
colomb,233
colomba,169
colomban,46
colombe,353
colombine,7
colyn,2
comba,2
come,43
conan,699
conceicao,3
concepcion,46
concetta,49
concettina,2
concha,52
conchita,504
cong,70
connie,589
connor,169
conor,230
conrad,2953
constans,32
constant,1478
constantin,4669
constantina,17
constantine,38
constantino,106
constantinos,56
constanza,79
consuela,9
consuelo,522
cooper,1060
coppelia,26
cora,658
corado,6
coral,43
coralia,2
coralie,584
coraline,60
coraly,56
corantin,1
cordelia,112
cordula,12
cordélia,87
corenthin,1
corentin,1055
corentine,14
corentyn,2
coretta,63
corey,255
corian,7
corie,3
corin,28
corina,86
corine,1493
corinna,173
corinne,7577
coriolan,324
corisande,6
corneille,3064
cornel,229
cornelia,299
cornelie,1
cornelis,139
cornelius,676
cornellia,2
cornil,9
cornélia,26
corrado,479
corrie,27
corrine,33
corrinne,1
corry,29
corto,400
corwin,14
cory,750
coryne,2
corynne,4
coryse,10
cosette,193
cosima,236
cosimo,99
coskun,3
cosma,18
cosme,120
cosmin,2
cosmo,30
costantino,34
costanza,53
costin,44
coulibaly,392
coumba,94
coura,3
courtney,496
cozette,3
craig,2262
crepin,5
crescence,1
crescent,11
crina,4
criss,4
crista,2
cristaline,1
cristalle,5
cristel,42
cristela,19
cristelle,27
cristian,676
cristiana,165
cristiane,14
cristiano,2270
cristina,3437
cristine,12
cristobal,592
cristophe,30
cristopher,18
cristovao,9
cristèle,13
crocifissa,1
cruz,214
crysta,1
crystal,170
crystale,4
crystel,20
cumali,3
cunegonde,1
cuneyt,8
curt,236
curtis,1095
curtiss,68
custodio,29
cyana,14
cybele,1
cybil,4
cybile,2
cybill,41
cybille,1
cybèle,168
cylia,17
cyllia,1
cynda,4
cyndi,77
cyndia,8
cyndie,8
cyndy,5
cynthia,883
cyntia,2
cyprian,28
cyran,1
cyrano,2265
cyria,9
cyriac,12
cyrianne,1
cyriaque,54
cyriel,15
cyrielle,338
cyril,8581
cyrile,15
cyrill,27
cyrille,3251
cyrine,8
cyrius,19
cyrus,1990
cyrvan,4
czeslas,1
czeslaw,337
czeslawa,4
czestaw,1
cécil,144
cécile,14751
cécile-marie,1
cécilia,1603
cécilie,4
cécily,7
cédric,9322
cédrick,16
cédrik,3
cédrine,14
céleste,295
célestin,839
célestine,181
célia,718
célian,23
céliane,2
célie,92
célien,1
célina,25
céline,12402
céline-marie,2
célio,24
célya,2
célyne,12
célène,2
césar,8417
césarine,27
côme,156
daan,66
daba,14
dabhia,1
dabia,2
dabo,53
daby,47
dadi,11
dado,215
dady,2
daenerys,98
dafina,5
dafne,60
dafné,22
dagan,10
dagmar,234
dagmara,4
dagobert,236
dahab,39
dahaba,1
dahbia,121
dahia,1
dahlia,73
dahman,4
dahmane,132
daho,373
dahou,12
dahyan,1
daiana,15
daiki,27
daila,1
daina,14
daisuke,94
daisy,253
dakota,74
dala,2
dalal,22
dalale,3
dalanda,2
dale,511
dalenda,8
dalhia,1
dali,2367
dalia,232
daliah,8
dalian,16
daliana,1
daliane,2
dalibor,99
daliborka,1
dalida,947
dalie,33
dalil,946
dalila,536
dalilah,15
dalina,1
dalinda,5
daline,1
dalla,313
dallal,1
dallila,11
dallo,1
dally,2
dalva,66
daly,37
dalya,1
dama,45
daman,5
damaris,10
damase,44
damia,236
damian,683
damiana,3
damiano,274
damien,7113
damienne,7
damiens,38
damir,124
damjan,9
damla,4
damon,1414
damya,1
dana,927
danae,18
danael,2
danah,55
danais,3
danaé,156
danaë,8
dane,72
danel,32
dang,146
danh,43
dani,1039
dania,54
danial,4
danica,56
danick,4
danie,88
daniel,83151
daniela,1166
daniele,963
daniella,111
danielle,6116
danielo,17
daniil,506
danijel,112
danijela,2
danik,4
danika,4
danil,29
danila,22
danilo,811
danis,222
